Player;Rank;Points;Kill(s) Game 1;Kill(s) Game 2;Kill(s) Game 3;Kill(s) Game 4;Kill(s) Game 5;Kill(s) Game 6;Kill(s) Game 7;Kill(s) Game 8;Kill(s) Game 9;Kill(s) Game 10;Position Game 1;Position Game 2;Position Game 3;Position Game 4;Position Game 5;Position Game 6;Position Game 7;Position Game 8;Position Game 9;Position Game 10;Time Game 1;Time Game 2;Time Game 3;Time Game 4;Time Game 5;Time Game 6;Time Game 7;Time Game 8;Time Game 9;Time Game 10;Time Lobby 1;Time Lobby 2;Time Lobby 3;Time Lobby 4;Time Lobby 5;Time Lobby 6;Time Lobby 7;Time Lobby 8;Time Lobby 9;Time Lobby 10;Game Id 1;Game Id 2;Game Id 3;Game Id 4;Game Id 5;Game Id 6;Game Id 7;Game Id 8;Game Id 9;Game Id 10
AdnFN Spams L2;1494;20;2;0;1;0;0;1;1;5;3;1;40;56;42;54;64;31;35;20;17;55;1196.0;764.0;1319.0;559.0;629.0;1319.0;1506.0;1405.0;1430.0;1048.0;;;;;;;;;;;1ece9be1a0c44e838317165f34241d65;0b09293e2cb54398a2ad57f665c5394d;100fb4b5808445bfb79520387dfca48c;1d9817681b6744b78fe5a78f038c6652;22f1ec119dcc4fe5ad9d57033a3c213d;26ef03190c0145b284d45edbfbd6394c;31620100e1f7413da141416192997e0a;3c961351ec2945d5b4da7602faaa6470;4495b42af3e545dca9da0c01a519152d;4d079409cd614ccab4dad799db6c60ae
Twitch Neyoxu;1495;20;6;0;0;0;6;0;0;2;0;0;18;51;32;27;21;83;64;76;78;88;1402.0;1213.0;1422.0;1431.0;1508.0;345.0;499.0;400.0;504.0;313.0;;;;;;;;;;;8978b956397a42cf8117299295165054;0c746411a55444d39d98f74917343fac;174ca077f5194047a36a29ee09072e72;23965dfabdeb44aeae87ccf16bcf1339;2e968dcf827946a7833ee5f4489b67bc;3b59792eb4f7413ca40b87ece7692038;3f3f18b12d694263b6192cca6c123cde;41ab078e01a64f4c897466610bac7371;43e1faa5b9964ebaa7b9a27280e08c4a;468d87c4441b4607a821d084fa369e0a
DREAM Apen;1496;20;1;0;2;0;0;0;1;9;0;0;73;88;46;55;72;86;63;5;46;54;751.0;197.0;1089.0;936.0;404.0;264.0;705.0;1586.0;4012.0;898.0;;;;;;;;;;;d76eb8c5b3dc4850996fd4657601f84b;07baf9641786411e8a4468d286eddd5d;08a3003d363f4aea8e736def85b156f5;1053f2ebc6f447be8dca342f9f78b563;1ade7cb666bc4ea0b5920f540ee30d34;1dcb56a6497045eaaa7b92c78417ece6;22858776b6d940e6805dde4429304caa;2627d13d0db447d99ff0ee5e7e91e1b2;48472f7c8dee4438b2934969fc235a87;4cd7100318f948ed8b65f9ba797f8a0a
eMz MyroWs;1497;20;1;0;2;0;0;5;0;3;1;0;18;63;46;67;53;7;67;37;37;30;1486.0;607.0;812.0;800.0;943.0;1534.0;470.0;1546.0;1306.0;1530.0;;;;;;;;;;;022ec78c5ee348acabd4fbd8d7eaa293;0c41c7882aaf4c0bb91f55f5b1875142;12f3c11dc3964e5bb12c55b728714f55;193268e4d85a4620b49ce3c1c881b247;2186f9c8ee174a4fb057a17653ece330;29a7ea264a69429c8039c5823b6bf7e0;35807f68dc4640e5822e714c7f9bd9b8;3a588d394095400184aed2f946628ac4;42e54bbb1a1047a1be725e2d9331c50d;4a340978f3d641d4acb83b711ae8e0d8
Ibo Controller;1498;20;0;1;0;2;5;2;0;0;1;1;67;45;63;8;18;32;75;47;39;34;886.0;1160.0;464.0;1481.0;1475.0;1637.0;496.0;1068.0;1260.0;1484.0;;;;;;;;;;;1ece9be1a0c44e838317165f34241d65;07ea1c690a4f435ab3704c7b30a294ef;105cda2d514d467fb39c9f67a54677d6;1617d69c0adf447d9ecb182bf4f38d83;233ffd7129564f6c909a30c99f18cb06;2f54452bd5d044408cde39ba03fe6d42;3e533aad8c0b4a7488d350c4366d394f;40bec06518324125b19a4a02fc7c7bee;44d38326368a4bd4b040082693d34b2f;4cd7100318f948ed8b65f9ba797f8a0a
R.E.V.E.R.T FiiD;1499;20;3;2;0;1;1;3;0;1;0;1;83;30;70;63;40;14;81;72;43;25;395.0;1411.0;476.0;642.0;1253.0;1421.0;591.0;417.0;2082.0;1444.0;;;;;;;;;;;00b2c2cb4bd74bf4acbc27146dee23a9;0589febb3c8b4d9e98daec8dcab8a843;0fce53e5bc6f41819f445f7388a870c7;135e1ee4078c438dabe217d42314a7a9;193268e4d85a4620b49ce3c1c881b247;23a944d3ba094a25a5d7afb837d6331d;31620100e1f7413da141416192997e0a;34e205da679d4117be70efb5a6e24c24;3f449125a3e34ace904933620873d5c9;44d38326368a4bd4b040082693d34b2f
Noooun;1500;20;0;0;4;1;0;2;2;0;1;2;62;96;31;10;93;49;42;88;25;40;1001.0;152.0;1359.0;1474.0;451.0;1455.0;1142.0;311.0;1911.0;961.0;;;;;;;;;;;0160306bee654f7ab6bcdbec9096e83d;08c8f1294c0542b99839cacadb502da7;09b0fa62f97940e197b6782638518c5e;1617d69c0adf447d9ecb182bf4f38d83;242f4e4184c54567befb25d7a178d449;2b1e12d309df4ad387396660193e91e9;3139ca39721c43329f0bf2932730b6c2;3c2ebd2cd46e4c02aeee34b330d221f5;4147001c04f649129f1ab509c1c1deaf;489cebd7d8414c4b8f131e7bb98e7555
FA Hyper.;1501;20;4;1;0;0;2;2;0;3;0;0;42;63;38;81;19;29;85;13;67;99;1355.0;774.0;1127.0;245.0;1409.0;1416.0;317.0;1518.0;508.0;180.0;;;;;;;;;;;010ee6aa7dab4846ba61913648116eaa;0bbc242f75584808b24a333763d8594b;12f3c11dc3964e5bb12c55b728714f55;1d95bdeb5db745ee89a69a215f66aed6;1e597edda0e5472da13f060bb91400c4;2b1e12d309df4ad387396660193e91e9;365196d0b0cb4f99ba98b34a097e2aa3;39a6cf87e6024f5ea2d46c89bc3607cd;4276e10b9e80460e83c0cbc1e2246d46;44d38326368a4bd4b040082693d34b2f
Łeelo;1502;20;3;1;0;1;3;0;1;0;3;0;20;12;61;38;74;97;51;80;74;36;1334.0;1428.0;775.0;3358.0;849.0;261.0;937.0;873.0;396.0;1474.0;;;;;;;;;;;d76eb8c5b3dc4850996fd4657601f84b;0bc82c7fcae442e8b4a7066c5535b139;191eb62697f44f39b49680dcd6a52139;2e9d9567752c40798ed2f5680b380172;3f449125a3e34ace904933620873d5c9;4147001c04f649129f1ab509c1c1deaf;43637ef1f0fa4a3cb1159cbf434bd64b;498175bcceeb4883834f92280e1e6cc9;0db58027d2d047d4a7063ebcfe55d061;4e8457baaa1b4495bf111e0f033d071a
G13ras;1503;20;1;0;0;0;2;3;4;0;0;2;44;18;67;55;11;52;53;95;82;72;1220.0;1430.0;493.0;653.0;1466.0;943.0;707.0;254.0;244.0;3349.0;;;;;;;;;;;1e94dfe26ca7480db53592b735a2840f;0b09293e2cb54398a2ad57f665c5394d;166c15b49b094c12b1ff37b10326fe5e;1bae1857f46e45abb4d3276f64d24525;2044ecedf69240b7ad8de90d788e4e98;2d109b4a196b446c82168942435559c3;34e205da679d4117be70efb5a6e24c24;3b59792eb4f7413ca40b87ece7692038;3bdaf40bb5dd4359ab063b308d764f3c;4d079409cd614ccab4dad799db6c60ae
Youtube Plouzy;1504;20;0;0;4;3;0;1;0;2;2;0;43;93;6;20;56;68;79;44;58;82;1244.0;368.0;1671.0;1531.0;962.0;670.0;385.0;1708.0;694.0;264.0;;;;;;;;;;;019099e8166b4c668f0fc50dd57cffa7;0c28212a4c0f457ba816261cb4e5ad80;0ec86b3ed41243bc96662cff51a213a1;1de9d5068a6c4f86a3a1ff489760ac40;2aea6c237387481baaec605a915ef7e7;31a3190437c74484a14252566c8679cb;38f6d049529c46fe87846567b28a24fa;3e533aad8c0b4a7488d350c4366d394f;44d38326368a4bd4b040082693d34b2f;48ad294aea294fb89e4a870dc35ad3b2
Nicksler;1505;20;1;1;0;1;3;2;4;0;0;0;50;47;69;60;24;27;14;76;98;90;1151.0;1200.0;343.0;482.0;1414.0;1430.0;1555.0;294.0;139.0;168.0;;;;;;;;;;;4923e6ff07b7400d879dfe7256be2312;09b0fa62f97940e197b6782638518c5e;13b50ab8aebd49a0ba643c4823404ee2;1794705e1efd46bdb6773d1ffbfe5fb2;1bae1857f46e45abb4d3276f64d24525;29323dd6f6c445278da5fcb07b8674b4;341c01b8d0224691b1f5a4cfc729f145;40958cdc7a98449abe35b34001c249d8;41ab078e01a64f4c897466610bac7371;41da651279bb40f5985c1c735a450a02
youtube zisre;1506;20;1;5;0;0;0;4;1;1;0;0;63;8;87;76;66;35;17;98;28;78;973.0;1473.0;366.0;416.0;492.0;1339.0;1503.0;157.0;1960.0;403.0;;;;;;;;;;;45754f31b96f42fc95764e6daf932bf0;08c8f1294c0542b99839cacadb502da7;166314732cbd4942a3e2877a0f0f4281;191eb62697f44f39b49680dcd6a52139;1d95bdeb5db745ee89a69a215f66aed6;22451421993d42729bfe50f3eed8d46a;2be7f903e83c4cc9b4095910397b836c;38247f8f9c6446048d897c8cf433d065;3ec74ba4899c4236bf6d71ef20b02524;468d87c4441b4607a821d084fa369e0a
Steptr;1507;20;1;0;0;2;1;1;2;4;0;1;13;94;76;18;60;32;46;50;95;73;1422.0;148.0;484.0;1656.0;547.0;1381.0;1337.0;903.0;150.0;437.0;;;;;;;;;;;e5cabd0f54f144c387e7dfcf741f11e5;0c10342b4988493ab0fd3e89a7ef87df;0e79319eeda94c80a072683dfb91f58b;135e1ee4078c438dabe217d42314a7a9;22451421993d42729bfe50f3eed8d46a;2489595e6335476588813a11dda93831;2fc5e6e38b584021beffa3db70e6cd11;3c2ebd2cd46e4c02aeee34b330d221f5;41ab078e01a64f4c897466610bac7371;423c94da7b3648de8078dde020578ef5
Yyassuu;1508;20;1;0;1;1;1;0;3;2;;;63;42;87;43;12;25;21;27;;;1000.0;1128.0;442.0;2156.0;1786.0;1459.0;1438.0;1536.0;;;;;;;;;;;;;b6e1b97fb76540c4a237e7713857fa5e;08c8f1294c0542b99839cacadb502da7;13b50ab8aebd49a0ba643c4823404ee2;1f863fcd885040f5bd6c880c1f0cf0d1;2b89a9bf814e4a388426e26fe1482ac7;3871ef21330a44a9a4fb0428e1f8c5cf;41fdf38653614f9db5b909cd365f4ba0;498175bcceeb4883834f92280e1e6cc9;;
Feаts;1509;20;0;1;1;1;0;3;3;0;1;;73;33;33;87;98;15;26;31;15;;1801.0;1320.0;1325.0;225.0;234.0;1597.0;1459.0;1382.0;1684.0;;;;;;;;;;;;0c28212a4c0f457ba816261cb4e5ad80;0ec86b3ed41243bc96662cff51a213a1;1bae1857f46e45abb4d3276f64d24525;26ef03190c0145b284d45edbfbd6394c;29c76049f149429c89a6546d9163482f;2b89a9bf814e4a388426e26fe1482ac7;3871ef21330a44a9a4fb0428e1f8c5cf;41fdf38653614f9db5b909cd365f4ba0;498175bcceeb4883834f92280e1e6cc9;
DrolbyYT;1510;20;0;1;0;0;2;3;0;0;2;2;82;41;14;27;32;8;49;64;44;30;227.0;1313.0;1466.0;1422.0;1384.0;1483.0;1156.0;619.0;927.0;1454.0;;;;;;;;;;;9494931c51ca480a80eedbd5c5d588cc;031dc1850357448387ac63441f86d903;0cb65ac068c14958bae24141bfc39c86;1b0eb5b3e14540cebcf517a46f518a55;27f103cb8d2f415bbc492b628048a2d2;308dc90bccf44347b46ef1ca47a53b08;3e533aad8c0b4a7488d350c4366d394f;444e1c32060e4fa18a5bc1e19b40fcf5;48472f7c8dee4438b2934969fc235a87;4cd7100318f948ed8b65f9ba797f8a0a
Zeennko.;1511;20;1;1;0;0;5;1;0;0;1;1;33;33;50;59;12;69;75;37;32;12;1310.0;1725.0;676.0;652.0;1569.0;607.0;314.0;1500.0;1551.0;1893.0;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;0dd627e5adb8423e8d0d24d9e7650dc6;1ade7cb666bc4ea0b5920f540ee30d34;2044ecedf69240b7ad8de90d788e4e98;26ef03190c0145b284d45edbfbd6394c;341c01b8d0224691b1f5a4cfc729f145;38f6d049529c46fe87846567b28a24fa;3ab503134f9c46ddb5d7a5f0190d533a;444e1c32060e4fa18a5bc1e19b40fcf5;4d079409cd614ccab4dad799db6c60ae
WhyNot ツ;1512;20;0;2;0;1;2;2;0;0;3;0;35;33;95;46;10;31;76;47;7;47;1284.0;1327.0;185.0;1121.0;1516.0;1331.0;350.0;1462.0;1810.0;1217.0;;;;;;;;;;;1e94dfe26ca7480db53592b735a2840f;0b72a17495e345a58a18c720026115f4;16d328782dff4a74b4ce00ed546ed618;18048cdb2ecc4e25b077c653428983d5;22f1ec119dcc4fe5ad9d57033a3c213d;2e868bab085e4966841d97d84386b6b5;39c9558c6ca24c6bb9fe26c7c65059b7;3d3ce7b55065495a9315eb897d7ee5a8;46a17dce08024b758fd26225d669c30f;4ecbdf227b624a51ae1ee654747351cc
Twitch ArbenFN;1513;20;0;0;0;0;6;0;2;1;1;0;51;38;67;60;6;67;13;54;35;56;895.0;1242.0;407.0;715.0;1559.0;529.0;1480.0;823.0;1451.0;795.0;;;;;;;;;;;017977d2a5674b8b8188e2fd962aa0cc;07ea1c690a4f435ab3704c7b30a294ef;125256ba820444f1a6a0195e34c4382a;16d328782dff4a74b4ce00ed546ed618;1d9817681b6744b78fe5a78f038c6652;2aefcce02ded4fd78fe7659025328535;2d847b955380472faa10f6f5616b1276;3a588d394095400184aed2f946628ac4;40bd0aa9b6f84ae0ac7c9aba28ef8ed7;48ad294aea294fb89e4a870dc35ad3b2
Lurre.;1514;20;0;0;1;0;1;0;4;4;0;0;37;68;19;65;54;46;26;2;65;71;1231.0;475.0;1391.0;509.0;773.0;1126.0;1521.0;1864.0;558.0;476.0;;;;;;;;;;;017977d2a5674b8b8188e2fd962aa0cc;0a64ab4cf1a845f992cac1433811b882;0dd627e5adb8423e8d0d24d9e7650dc6;1b0eb5b3e14540cebcf517a46f518a55;203a0f7a74ae43c6b654f625bb2bef0d;27f103cb8d2f415bbc492b628048a2d2;2ebd8f9c07724e1e86fc1c24b24964b3;3c961351ec2945d5b4da7602faaa6470;4771f1a96a9340c1a58a54b71bdfeaec;4a340978f3d641d4acb83b711ae8e0d8
Lynox.;1515;20;0;2;0;0;4;3;0;0;1;0;61;29;77;26;16;5;39;90;34;78;1112.0;1374.0;285.0;1364.0;1535.0;1649.0;1281.0;306.0;1435.0;697.0;;;;;;;;;;;c69ca744c3504dc284a272ce939076b6;093ead33534e4affbc19f17148269bbd;1617d69c0adf447d9ecb182bf4f38d83;18048cdb2ecc4e25b077c653428983d5;241f3359fca84af0a6466e41c213e7b6;308dc90bccf44347b46ef1ca47a53b08;3f3f18b12d694263b6192cca6c123cde;44d38326368a4bd4b040082693d34b2f;4771f1a96a9340c1a58a54b71bdfeaec;4f0497a982e944b8aea1ad2f521fc779
Arskai;1516;20;1;0;0;0;2;0;6;1;0;0;41;91;58;40;18;93;3;58;36;31;1192.0;189.0;1032.0;1234.0;1465.0;218.0;1563.0;800.0;1457.0;1388.0;;;;;;;;;;;1ece9be1a0c44e838317165f34241d65;09e7937fac8a4003ad05ed5fc62446ad;0bbc242f75584808b24a333763d8594b;148f97daa36f444d84827b30c33dffd2;203a0f7a74ae43c6b654f625bb2bef0d;2cba14ca9e9e469e86e46c519b65d5a0;2d28193d5887450e8987f79100da24da;3b59792eb4f7413ca40b87ece7692038;41ab078e01a64f4c897466610bac7371;48ad294aea294fb89e4a870dc35ad3b2
Viktornie;1517;20;2;0;0;2;4;0;0;0;1;;58;61;36;18;11;67;25;98;51;;794.0;778.0;1429.0;1607.0;3467.0;669.0;1528.0;203.0;1139.0;;;;;;;;;;;;8978b956397a42cf8117299295165054;08a3003d363f4aea8e736def85b156f5;0e79319eeda94c80a072683dfb91f58b;1bae1857f46e45abb4d3276f64d24525;397b2561e66c468cbaa7864479477381;43637ef1f0fa4a3cb1159cbf434bd64b;46a17dce08024b758fd26225d669c30f;4d079409cd614ccab4dad799db6c60ae;4f0497a982e944b8aea1ad2f521fc779;
EngiTV;1518;20;1;0;0;0;6;2;1;0;0;0;51;70;80;63;4;18;34;100;40;31;1107.0;510.0;235.0;558.0;1488.0;1570.0;1541.0;406.0;1146.0;1384.0;;;;;;;;;;;2a2d7b3548d14de59d9bb48a4e221522;093ead33534e4affbc19f17148269bbd;0dd3dd9f6f3d43ffb9a39d707f6447d1;0f9d48f57c8d488d86d365cfec3a8735;148f97daa36f444d84827b30c33dffd2;239ee312f2b44caa84b553b1ea83c7a7;2f050993ffb74a9aabde03320777a428;3ec74ba4899c4236bf6d71ef20b02524;3f3f18b12d694263b6192cca6c123cde;44428206fcde4f57b0d1db81e58e2ae3
YT Technique;1519;20;0;2;0;3;0;4;0;0;1;0;88;42;80;5;54;16;80;30;66;36;341.0;1263.0;317.0;1541.0;809.0;1439.0;476.0;1487.0;413.0;2874.0;;;;;;;;;;;00b2c2cb4bd74bf4acbc27146dee23a9;048b9b1cde624e5e82a6cf9103cd419d;0d2dcde9736149e9b45e09d4ea862e2e;0fce53e5bc6f41819f445f7388a870c7;1ea04f63f4a34fd0a1d3da03addb8428;2489595e6335476588813a11dda93831;30ecb9512a624c20a051bc7812f08b81;3575cd3166824f3884786795615883b1;40bd0aa9b6f84ae0ac7c9aba28ef8ed7;4a340978f3d641d4acb83b711ae8e0d8
Vitаlity Adz;1520;20;1;4;0;1;1;0;0;3;0;0;33;49;38;87;18;67;60;2;69;81;1333.0;1148.0;1209.0;218.0;1416.0;439.0;554.0;1678.0;393.0;329.0;;;;;;;;;;;017977d2a5674b8b8188e2fd962aa0cc;0ba02174c666455d85f16f60744a0c6d;14be106030394349a19db601d75ce13c;20206e4b9532491cba73a6cd76a28ee3;22ea34486dd24657bd25f3f380cdfcc7;2d847b955380472faa10f6f5616b1276;308dc90bccf44347b46ef1ca47a53b08;35e92e1d79524a6b9b44bf1743ce424d;41da651279bb40f5985c1c735a450a02;43e1faa5b9964ebaa7b9a27280e08c4a
Its JuraS;1521;20;2;1;0;0;2;0;2;0;2;1;39;61;50;86;6;88;15;60;31;69;1285.0;749.0;1144.0;211.0;1487.0;173.0;1442.0;806.0;1357.0;406.0;;;;;;;;;;;4debf6fb73a4496d80f1e717cf0ef3a7;0b72a17495e345a58a18c720026115f4;1053f2ebc6f447be8dca342f9f78b563;1bae1857f46e45abb4d3276f64d24525;1dcb56a6497045eaaa7b92c78417ece6;2aefcce02ded4fd78fe7659025328535;2b9069874732438394260943e8fceaff;38247f8f9c6446048d897c8cf433d065;3e533aad8c0b4a7488d350c4366d394f;44d38326368a4bd4b040082693d34b2f
diosese;1522;20;0;1;0;0;2;1;0;1;1;4;63;32;100;65;32;65;74;55;13;15;840.0;1338.0;151.0;414.0;1209.0;545.0;366.0;552.0;1501.0;4258.0;;;;;;;;;;;0016b289285646278a4f61dc55b04da5;07c0ea5ef8ac4a6d97b9ba54af7c1de9;125256ba820444f1a6a0195e34c4382a;13b50ab8aebd49a0ba643c4823404ee2;1794705e1efd46bdb6773d1ffbfe5fb2;241f3359fca84af0a6466e41c213e7b6;28c4fbd014e94e888dba3113b7452fea;2b0d9105eeca4809a0b387e372dfdedd;2e941ecd8589488392247993378fa84f;4a938e0564924fc4b099113f60d0ddde
ElectoRedz_YT;1523;20;0;0;2;0;1;1;1;0;2;3;87;81;7;56;60;47;8;79;48;47;237.0;282.0;1427.0;1008.0;910.0;1213.0;1596.0;337.0;1207.0;1463.0;;;;;;;;;;;39b99fa3a42444e28f1c7961ed083b80;031dc1850357448387ac63441f86d903;05ed5f07a70f407cb7133362ca938917;1053f2ebc6f447be8dca342f9f78b563;193268e4d85a4620b49ce3c1c881b247;232b363de39848db88bc3bf0ed12c659;2beb1d5d63e741b599bd89171b7d8215;39a6cf87e6024f5ea2d46c89bc3607cd;3ab503134f9c46ddb5d7a5f0190d533a;43dee77ab8cb49669371f62835742388
Atoomil;1524;20;1;1;0;1;1;2;0;4;0;0;60;6;85;78;35;6;100;31;67;55;859.0;1540.0;435.0;379.0;1288.0;1595.0;160.0;1369.0;439.0;1094.0;;;;;;;;;;;9eaa146d935347d1879ceb509324df98;07ea1c690a4f435ab3704c7b30a294ef;15d2f5057ba24e6c838dad6ca2b93a36;18e82f1e597e4eebb6db90eab40a0170;1c66a18f28e44829884afba7b19b4f6a;274c5f0e67724832a4d8ef94adf0ae80;3487e7ad70a047bfbf9f3e7794be201e;35807f68dc4640e5822e714c7f9bd9b8;40bd0aa9b6f84ae0ac7c9aba28ef8ed7;43e1faa5b9964ebaa7b9a27280e08c4a
3ino1 ne ls;1525;20;0;1;0;0;1;0;4;1;2;1;68;44;65;91;73;69;12;54;10;47;732.0;1163.0;451.0;160.0;322.0;422.0;1531.0;804.0;1488.0;1067.0;;;;;;;;;;;1e94dfe26ca7480db53592b735a2840f;07a0b1dddd8b4f8cb15746b27b5ebb6b;0fbe3b3120c74b3aae2298c1dcba6338;13b50ab8aebd49a0ba643c4823404ee2;1617d69c0adf447d9ecb182bf4f38d83;186ea5ede3d54e2ab3a1027fbab65318;1d9817681b6744b78fe5a78f038c6652;2aefcce02ded4fd78fe7659025328535;2e9d9567752c40798ed2f5680b380172;3bdaf40bb5dd4359ab063b308d764f3c
Bunnyflake;1526;20;3;0;2;1;0;3;0;1;0;0;11;30;44;41;75;13;91;79;60;93;1387.0;1461.0;1377.0;1257.0;332.0;1437.0;209.0;389.0;638.0;248.0;;;;;;;;;;;1e94dfe26ca7480db53592b735a2840f;0c746411a55444d39d98f74917343fac;1a41f14a3cdc4505bbd19f8b90bd707c;242f4e4184c54567befb25d7a178d449;2e968dcf827946a7833ee5f4489b67bc;308dc90bccf44347b46ef1ca47a53b08;3e533aad8c0b4a7488d350c4366d394f;40958cdc7a98449abe35b34001c249d8;41ab078e01a64f4c897466610bac7371;44428206fcde4f57b0d1db81e58e2ae3
Рutrick;1527;20;2;0;0;0;1;1;1;5;0;0;12;95;91;74;50;48;52;11;35;81;1350.0;210.0;211.0;668.0;1169.0;1168.0;1109.0;1510.0;1275.0;294.0;;;;;;;;;;;7e0f097ea10c4326ba755c10213c25a9;0bc82c7fcae442e8b4a7066c5535b139;0dac2fa197534554a4199a94628c7dfa;1053f2ebc6f447be8dca342f9f78b563;15d2f5057ba24e6c838dad6ca2b93a36;200da0daac494141a6e61be77dab9893;29fda8fbde5e4518a413803cf00f5537;3139ca39721c43329f0bf2932730b6c2;3f3f18b12d694263b6192cca6c123cde;44d38326368a4bd4b040082693d34b2f
Mapke192;1528;20;1;0;0;1;0;2;0;0;0;6;12;61;67;93;64;51;44;97;52;11;1399.0;847.0;573.0;151.0;515.0;813.0;1452.0;226.0;821.0;1683.0;;;;;;;;;;;7b5224c8457b42bea5c7f6536a258db3;0c10342b4988493ab0fd3e89a7ef87df;135e1ee4078c438dabe217d42314a7a9;1850e9eeb53f49069ea87588a06a9642;1a41f14a3cdc4505bbd19f8b90bd707c;1e597edda0e5472da13f060bb91400c4;274c5f0e67724832a4d8ef94adf0ae80;308dc90bccf44347b46ef1ca47a53b08;339c3761150147459dff20fbd3c7445c;3b075358c14f483594c1a6363890db73
Lil Host;1529;20;0;1;2;1;1;4;1;0;0;0;96;59;4;47;66;52;66;24;79;69;120.0;570.0;1537.0;1232.0;570.0;870.0;513.0;1463.0;456.0;1793.0;;;;;;;;;;;b6e1b97fb76540c4a237e7713857fa5e;022ac34968824d3fb0c798d162a7c609;07a0b1dddd8b4f8cb15746b27b5ebb6b;135e1ee4078c438dabe217d42314a7a9;1e37f1d8370349f19d69d4cad90fc32a;23bf959a513d4138abbbd6c1f27b1397;2ba440596ae54c1ba63888fd43b10074;2dc8e2bcfb794f48a3dc149450df3fe9;3b59792eb4f7413ca40b87ece7692038;468d87c4441b4607a821d084fa369e0a
Кaaz;1530;20;0;1;0;1;0;0;0;6;1;1;45;11;59;56;73;97;86;11;69;57;1196.0;1461.0;724.0;644.0;678.0;1136.0;304.0;1426.0;416.0;690.0;;;;;;;;;;;39b99fa3a42444e28f1c7961ed083b80;09e7937fac8a4003ad05ed5fc62446ad;166c15b49b094c12b1ff37b10326fe5e;1de9d5068a6c4f86a3a1ff489760ac40;2627d13d0db447d99ff0ee5e7e91e1b2;2ef337c9f9554f90852529430c608e23;31620100e1f7413da141416192997e0a;33ec0284606a48cebb4c6f3d08b01719;40958cdc7a98449abe35b34001c249d8;41da651279bb40f5985c1c735a450a02
20Frames_;1531;20;2;1;0;0;1;1;0;3;0;2;7;48;82;94;33;73;77;13;96;64;1383.0;1273.0;397.0;219.0;1368.0;379.0;463.0;1908.0;197.0;491.0;;;;;;;;;;;45754f31b96f42fc95764e6daf932bf0;0c3e2f38b7db4d29907019879f70133b;174ca077f5194047a36a29ee09072e72;1b87708cdbf94165b5bf570baa25d951;1d95bdeb5db745ee89a69a215f66aed6;29323dd6f6c445278da5fcb07b8674b4;2beb1d5d63e741b599bd89171b7d8215;3139ca39721c43329f0bf2932730b6c2;3f3f18b12d694263b6192cca6c123cde;40958cdc7a98449abe35b34001c249d8
OVERTECK94;1532;20;0;0;2;1;1;0;2;1;0;3;74;96;55;77;69;84;6;48;82;13;625.0;190.0;1075.0;320.0;344.0;335.0;1529.0;1033.0;174.0;1510.0;;;;;;;;;;;7e0f097ea10c4326ba755c10213c25a9;07617f9d32864807a6cdf8a96e177a4e;07c0ea5ef8ac4a6d97b9ba54af7c1de9;0fce53e5bc6f41819f445f7388a870c7;12f3c11dc3964e5bb12c55b728714f55;166c15b49b094c12b1ff37b10326fe5e;193268e4d85a4620b49ce3c1c881b247;274c5f0e67724832a4d8ef94adf0ae80;2e868bab085e4966841d97d84386b6b5;2eda58c1a13f4e7ea48ec50d7f99b35b
TrainH French;1533;20;0;0;0;2;0;5;2;0;0;1;71;93;87;25;65;4;50;69;79;75;628.0;189.0;219.0;1402.0;493.0;1533.0;1080.0;528.0;304.0;440.0;;;;;;;;;;;1ece9be1a0c44e838317165f34241d65;07617f9d32864807a6cdf8a96e177a4e;07c0ea5ef8ac4a6d97b9ba54af7c1de9;09179d03080847049e2160c0dab00784;14be106030394349a19db601d75ce13c;193268e4d85a4620b49ce3c1c881b247;283be34460954342ab8984c3eb308cbe;2f050993ffb74a9aabde03320777a428;34969453878945998bec33f3b415d3cf;365e8b21b77242e382778bfe9f9380e1
ItsMacau;1534;20;1;2;0;0;1;0;3;1;1;0;33;6;38;27;22;64;18;55;50;52;1249.0;1528.0;1373.0;1403.0;1417.0;616.0;1419.0;557.0;670.0;1097.0;;;;;;;;;;;7e0f097ea10c4326ba755c10213c25a9;0a64ab4cf1a845f992cac1433811b882;1850e9eeb53f49069ea87588a06a9642;23a17c21dc4344e3812569ef0e8438a3;2e968dcf827946a7833ee5f4489b67bc;3ab503134f9c46ddb5d7a5f0190d533a;3ff545c3b79948578aed26df9125b176;4771f1a96a9340c1a58a54b71bdfeaec;4a61c9eefa8146a1b65c908a2d10df34;4d079409cd614ccab4dad799db6c60ae
DIVINE PrizzFN.;1535;20;2;0;1;0;0;0;3;2;1;0;15;60;22;47;86;57;29;23;38;39;1343.0;921.0;1396.0;1183.0;230.0;640.0;1383.0;1432.0;1354.0;1480.0;;;;;;;;;;;45754f31b96f42fc95764e6daf932bf0;0bc82c7fcae442e8b4a7066c5535b139;135d1f15e379476ba3da7f8d0e9f3dd5;200da0daac494141a6e61be77dab9893;2aefcce02ded4fd78fe7659025328535;2b9069874732438394260943e8fceaff;2fc5e6e38b584021beffa3db70e6cd11;3c2ebd2cd46e4c02aeee34b330d221f5;44428206fcde4f57b0d1db81e58e2ae3;4cd7100318f948ed8b65f9ba797f8a0a
